questions,keys,datadic,col_name,assessment,domains,measures
"Good attention span, sees chores or homework through to the end",SDQ_25,SDQ,"SDQ,SDQ_25",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
"Overall, do you think that your child has difficulties in one or more of the following areas: emotions, concentration, behavior or being able to get on with other people?",SDQ_26,SDQ,"SDQ,SDQ_26",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
How long have these difficulties been present?,SDQ_27,SDQ,"SDQ,SDQ_27",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Do the difficulties upset or distress your child?,SDQ_28,SDQ,"SDQ,SDQ_28",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Do the difficulties interfere with your child's everyday life in the following areas? HOME LIFE,SDQ_29_a,SDQ,"SDQ,SDQ_29_a",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Do the difficulties interfere with your child's everyday life in the following areas? FRIENDSHIPS,SDQ_29_b,SDQ,"SDQ,SDQ_29_b",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Do the difficulties interfere with your child's everyday life in the following areas? CLASSROOM LEARNING,SDQ_29_c,SDQ,"SDQ,SDQ_29_c",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Do the difficulties interfere with your child's everyday life in the following areas? LEISURE ACTIVITIES,SDQ_29_d,SDQ,"SDQ,SDQ_29_d",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Do the difficulties put a burden on you or the family as a whole?,SDQ_30,SDQ,"SDQ,SDQ_30",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Conduct problems scale,Conduct_Problems_Total,SDQ,"SDQ,Conduct_Problems_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Total Difficulties Score,Difficulties_Total,SDQ,"SDQ,Difficulties_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Emotional Problems Scale,Emotional_Problems_Total,SDQ,"SDQ,Emotional_Problems_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Externalizing Score,Externalising_Total,SDQ,"SDQ,Externalising_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Generating Impact Scores,Generating_Impact_Total,SDQ,"SDQ,Generating_Impact_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Hyperactivity Scale,Hyperactivity_Total,SDQ,"SDQ,Hyperactivity_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Internalizing Score,Internalising_Total,SDQ,"SDQ,Internalising_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Peer Problems Scale,Peer_Problems_Total,SDQ,"SDQ,Peer_Problems_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
Prosocial Scale,Prosocial_Total,SDQ,"SDQ,Prosocial_Total",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
1. How many hours of sleep does your child get on most nights?,SDS_01,SDS,,,,
2. How long after going to bed does your child usually fall asleep?,SDS_02,SDS,,,,
3. The child goes to bed reluctantly,SDS_03,SDS,,,,
4. The child has difficulty getting to sleep at night,SDS_04,SDS,,,,
5. The child feels anxious or afraid when falling asleep,SDS_05,SDS,,,,
6. The child startles or jerks parts of the body while falling asleep,SDS_06,SDS,,,,
7. The child shows repetitive actions such as rocking or head banging while falling asleep,SDS_07,SDS,,,,
8. The child experiences vivid dream-like scenes while falling asleep,SDS_08,SDS,,,,
9. The child sweats excessively while falling asleep,SDS_09,SDS,,,,
10. The child wakes up more than twice per night,SDS_10,SDS,,,,
"11. After waking up in the night, the child has difficulty to fall asleep again",SDS_11,SDS,,,,
12. The child has frequent twitching or jerking of legs while asleep or often changes position during the night or kicks the covers off the bed,SDS_12,SDS,,,,
13. The child has difficulty in breathing during the night,SDS_13,SDS,,,,
14. The child gasps for breath or is unable to breathe during sleep,SDS_14,SDS,,,,
15. The child snores,SDS_15,SDS,,,,
16. The child sweats excessively during the night,SDS_16,SDS,,,,
17. You have observed the child sleepwalking,SDS_17,SDS,,,,
18. You have observed the child talking in his/her sleep,SDS_18,SDS,,,,
19. The child grinds teeth during sleep,SDS_19,SDS,,,,
"20. The child wakes from sleep screaming or confused so that you cannot seem to get through to him/her, but has no memory of these events the next morning",SDS_20,SDS,,,,
21. The child has nightmares which he/she doesn't remember the,SDS_21,SDS,,,,
22. The child is unusually difficult to wake up in the morning,SDS_22,SDS,,,,
23. The child awakes in the morning feeling tired,SDS_23,SDS,,,,
24. The child feels unable to move when waking up in the morning,SDS_24,SDS,,,,
25. The child experiences daytime somnolence,SDS_25,SDS,,,,
26. The child falls asleep suddenly in inappropriate situations,SDS_26,SDS,,,,
Disorders of initiating and maintaining sleep Raw Score,SDS_DIMS_Raw,SDS,,,,
Disorders of initiating and maintaining sleep T-Score,SDS_DIMS_T,SDS,,,,
Sleep Breathing Disorders Raw Score,SDS_SBD_Raw,SDS,,,,
Sleep Breathing Disorders T-Score,SDS_SBD_T,SDS,,,,
Disorders of arousal Raw Score,SDS_DA_Raw,SDS,,,,
Disorders of arousal T-Score,SDS_DA_T,SDS,,,,
Sleep-Wake Transition Disorders Raw Score,SDS_SWTD_Raw,SDS,,,,
Sleep-Wake Transition Disorders T-Score,SDS_SWDT_T,SDS,,,,
Disorders of excessive somnolence Raw Score,SDS_DOES_Raw,SDS,,,,
Disorders of excessive somnolence T-Score,SDS_DOES_T,SDS,,,,
Sleep hyperhydrosis Raw Score,SDS_SHY_Raw,SDS,,,,
Sleep hyperhydrosis T-Score,SDS_SHY_T,SDS,,,,
Total Raw Score,SDS_Total_Raw,SDS,,,,
Total T-Score,SDS_Total_T,SDS,,,,
1. Seems much more fidgety in social situations than when alone.,SRS_01,SRS,"SRS,SRS_01",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
2. Expressions on his or her face don't match what he or she is saying.,SRS_02,SRS,"SRS,SRS_02",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
3. Seems self-confident when interacting with others.,SRS_03,SRS,"SRS,SRS_03",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"4. When under stress, he or she shows rigid or inflexible patterns of behavior that seem odd.",SRS_04,SRS,"SRS,SRS_04",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5. Doesn't recognize when others are trying to take advantage of him or her.,SRS_05,SRS,"SRS,SRS_05",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
6. Would rather be alone than with others.,SRS_06,SRS,"SRS,SRS_06",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
7. Is aware of what others are thinking or feeling.,SRS_07,SRS,"SRS,SRS_07",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
8. Behaves in ways that seem strange or bizarre.,SRS_08,SRS,"SRS,SRS_08",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"9. Clings to adults, seems too dependent on them.",SRS_09,SRS,"SRS,SRS_09",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
10. Takes things too literally and doesn't get the real meaning of a conversation.,SRS_10,SRS,"SRS,SRS_10",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
11. Has good self-confidence.,SRS_11,SRS,"SRS,SRS_11",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
12. Is able to communicate his or her feelings to others.,SRS_12,SRS,"SRS,SRS_12",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"13. Is awkward is turn-taking interactions with peers (e.g., doesn't seem to understand the give-and-take of conversations)",SRS_13,SRS,"SRS,SRS_13",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
14. Is not well coordinated.,SRS_14,SRS,"SRS,SRS_14",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
15. Is able to understand the meaning of other people's tone of voice and facial expressions.,SRS_15,SRS,"SRS,SRS_15",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
16. Avoids eye contact or has unusual eye contact.,SRS_16,SRS,"SRS,SRS_16",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
17. Recognizes when something is unfair.,SRS_17,SRS,"SRS,SRS_17",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"18. Has difficulty making friends, even when trying his or her best.",SRS_18,SRS,"SRS,SRS_18",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
19. Gets frustrated trying to get ideas across in conversations.,SRS_19,SRS,"SRS,SRS_19",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"20. Shows unusual sensory interests (e.g., mouthing or spinning objects) or strange ways of playing with toys",SRS_20,SRS,"SRS,SRS_20",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
21. Is able to imitate others' actions.,SRS_21,SRS,"SRS,SRS_21",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
22. Plays appropriately with children his or her age.,SRS_22,SRS,"SRS,SRS_22",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
23. Does not join group activities unless told to do so.,SRS_23,SRS,"SRS,SRS_23",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
24. Has more difficulty than other children with changes in his or her routine.,SRS_24,SRS,"SRS,SRS_24",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"""25. Doesn't seem to mind being out of step with or """"not on the same wavelength"""" as others.""",SRS_25,SRS,"SRS,SRS_25",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
26. Offers comfort to others when they are sad.,SRS_26,SRS,"SRS,SRS_26",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
27. Avoids starting social interactions with peers or adults.,SRS_27,SRS,"SRS,SRS_27",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
28. Thinks or talks about the same thing over and over.,SRS_28,SRS,"SRS,SRS_28",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
29. Is regarded by other children as odd or weird.,SRS_29,SRS,"SRS,SRS_29",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
30. Becomes upset in a situation with lots of things going on.,SRS_30,SRS,"SRS,SRS_30",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
31. Can't get his or her mind off something once he or she starts thinking a,SRS_31,SRS,"SRS,SRS_31",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
32. Has good personal hygiene.,SRS_32,SRS,"SRS,SRS_32",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"33. Is socially awkward, even when he or she is trying to be polite.",SRS_33,SRS,"SRS,SRS_33",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
34. Avoids people who want to be emotionally close to him or her.,SRS_34,SRS,"SRS,SRS_34",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
35. Has trouble keeping up with the flow of a normal conversation.,SRS_35,SRS,"SRS,SRS_35",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
36. Has difficulty relating to adults.,SRS_36,SRS,"SRS,SRS_36",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
37. Has difficulty relating to peers.,SRS_37,SRS,"SRS,SRS_37",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"38. Responds appropriately to mood changes in others (e.g., when a friend's or playmate's mood changes from happy to sad).",SRS_38,SRS,"SRS,SRS_38",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
39. Has an unusally narrow range of interests.,SRS_39,SRS,"SRS,SRS_39",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"40. Is imaginative, good at pretending (without losing touch with reality).",SRS_40,SRS,"SRS,SRS_40",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
41. Wanders aimlessly from one activity to another.,SRS_41,SRS,"SRS,SRS_41",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"42. Seems overly sensitive to sounds, textures, or smells.",SRS_42,SRS,"SRS,SRS_42",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
43. Separates easily from caregivers.,SRS_43,SRS,"SRS,SRS_43",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
44. Doesn't understand how events relate to one another (cause and effect) the way other children his or her age do.,SRS_44,SRS,"SRS,SRS_44",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
45. Focuses his or her attention to where others are looking or listening.,SRS_45,SRS,"SRS,SRS_45",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
46. Has overly serious facial expressions.,SRS_46,SRS,"SRS,SRS_46",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
47. Is too silly or laughs inappropriately.,SRS_47,SRS,"SRS,SRS_47",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"48. Has a sense of humor, understands jokes.",SRS_48,SRS,"SRS,SRS_48",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"49. Does extremely well at a few tasks, but does not do as well at most other tasks.",SRS_49,SRS,"SRS,SRS_49",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
"50. Has repetitive, odd behaviors such as hand flapping or rocking.",SRS_50,SRS,"SRS,SRS_50",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
51. Has difficulty answering questions directly and ends up talking around the subject.,SRS_51,SRS,"SRS,SRS_51",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
52. Knows when he or she is talking too loud or making too much noise.,SRS_52,SRS,"SRS,SRS_52",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
