index,questions,keys,datadic,col_name,assessment,domains,measures
3501,close friend died,NLES_P_17a,NLES_P,"NLES_P,NLES_P_17a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3502,yes aware close friend died,NLES_P_17b,NLES_P,"NLES_P,NLES_P_17b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3503,yes upset close friend died,NLES_P_17c,NLES_P,"NLES_P,NLES_P_17c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3504,close friend moved away,NLES_P_18a,NLES_P,"NLES_P,NLES_P_18a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3505,yes aware close friend moved away,NLES_P_18b,NLES_P,"NLES_P,NLES_P_18b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3506,yes upset close friend moved away,NLES_P_18c,NLES_P,"NLES_P,NLES_P_18c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3507,father acted worried upset sad something,NLES_P_19a,NLES_P,"NLES_P,NLES_P_19a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3508,yes aware father acted worried sad,NLES_P_19b,NLES_P,"NLES_P,NLES_P_19b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3509,yes upset father acted worried sad,NLES_P_19c,NLES_P,"NLES_P,NLES_P_19c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3510,mother acted worried upset sad something,NLES_P_20a,NLES_P,"NLES_P,NLES_P_20a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3511,yes aware mother acted worried sad,NLES_P_20b,NLES_P,"NLES_P,NLES_P_20b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3512,yes upset mother acted worried sad,NLES_P_20c,NLES_P,"NLES_P,NLES_P_20c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3513,changed schools,NLES_P_21a,NLES_P,"NLES_P,NLES_P_21a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3514,yes aware changed schools,NLES_P_21b,NLES_P,"NLES_P,NLES_P_21b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3515,yes upset changed schools,NLES_P_21c,NLES_P,"NLES_P,NLES_P_21c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3517,negative events aware,NLES_P_Aware,NLES_P,"NLES_P,NLES_P_Aware",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3519,average upsetness negative events,NLES_P_Upset_Avg,NLES_P,"NLES_P,NLES_P_Upset_Avg",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
3521,yes many times happen,NLES_SR_01b,NLES_SR,"NLES_SR,NLES_SR_01b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3535,parents physically hit hurt,NLES_SR_06a,NLES_SR,"NLES_SR,NLES_SR_06a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3537,yes upset parents hurt,NLES_SR_06c,NLES_SR,"NLES_SR,NLES_SR_06c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3541,mom dad suffered serious illness injury extreme pain something required rest one week bed hospitalizaion surgery,NLES_SR_08a,NLES_SR,"NLES_SR,NLES_SR_08a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3543,yes upset mother father suffered serious illness injury,NLES_SR_08c,NLES_SR,"NLES_SR,NLES_SR_08c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3553,people neighborhood said bad things mom dad,NLES_SR_12a,NLES_SR,"NLES_SR,NLES_SR_12a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3555,yes upset people neighborhood said bad things mom dad,NLES_SR_12c,NLES_SR,"NLES_SR,NLES_SR_12c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3559,saw mom dad drunk,NLES_SR_14a,NLES_SR,"NLES_SR,NLES_SR_14a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3561,yes upset see mom dad drunk,NLES_SR_14c,NLES_SR,"NLES_SR,NLES_SR_14c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3568,mom dad lost joc,NLES_SR_17a,NLES_SR,"NLES_SR,NLES_SR_17a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3586,total number negative events,NLES_SR_AvgEvents,NLES_SR,"NLES_SR,NLES_SR_AvgEvents",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3590,average upsetness,NLES_SR_Upset_Avg,NLES_SR,"NLES_SR,NLES_SR_Upset_Avg",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
3591,interested,PANAS_01,PANAS,"PANAS,PANAS_01",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3592,distressed,PANAS_02,PANAS,"PANAS,PANAS_02",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3593,excited,PANAS_03,PANAS,"PANAS,PANAS_03",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3594,upset,PANAS_04,PANAS,"PANAS,PANAS_04",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3595,strong,PANAS_05,PANAS,"PANAS,PANAS_05",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3596,guilty,PANAS_06,PANAS,"PANAS,PANAS_06",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3597,scared,PANAS_07,PANAS,"PANAS,PANAS_07",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3598,hostile,PANAS_08,PANAS,"PANAS,PANAS_08",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3599,enthusiastic,PANAS_09,PANAS,"PANAS,PANAS_09",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3600,proud,PANAS_10,PANAS,"PANAS,PANAS_10",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3601,irritable,PANAS_11,PANAS,"PANAS,PANAS_11",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3602,alert,PANAS_12,PANAS,"PANAS,PANAS_12",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3603,ashamed,PANAS_13,PANAS,"PANAS,PANAS_13",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3604,inspired,PANAS_14,PANAS,"PANAS,PANAS_14",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3605,nervous,PANAS_15,PANAS,"PANAS,PANAS_15",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3606,determined,PANAS_16,PANAS,"PANAS,PANAS_16",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3607,attentive,PANAS_17,PANAS,"PANAS,PANAS_17",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3608,jittery,PANAS_18,PANAS,"PANAS,PANAS_18",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3609,active,PANAS_19,PANAS,"PANAS,PANAS_19",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3610,afraid,PANAS_20,PANAS,"PANAS,PANAS_20",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3611,positive affect,PANAS_PositiveAffect,PANAS,"PANAS,PANAS_PositiveAffect",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3612,negative affect,PANAS_NegativeAffect,PANAS,"PANAS,PANAS_NegativeAffect",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Positive and Negative Affect Schedule
3655,relation,Relation,PBQ,"PBQ,Relation",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3656,please tell us date birth biological mother,PBQ_01,PBQ,"PBQ,PBQ_01",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3658,please tell us date birth biological father,PBQ_02,PBQ,"PBQ,PBQ_02",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3660,mother ever smoked cigarette occasion regular basis,PBQ_03,PBQ,"PBQ,PBQ_03",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3661,yes present time mother smoke every day occasion,PBQ_03A,PBQ,"PBQ,PBQ_03A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3662,yes age mother start smoking cigarettes,PBQ_03B,PBQ,"PBQ,PBQ_03B",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3664,yes many cigarettes mother smoke per day,PBQ_03C,PBQ,"PBQ,PBQ_03C",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3665,pregnancy e months beforehand mother smoke every day occasion,PBQ_04,PBQ,"PBQ,PBQ_04",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3666,yes many cigarettes mother smoke per day pregnancy,PBQ_04A,PBQ,"PBQ,PBQ_04A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3667,mother smoke cigarettes pregancy,PBQ_05,PBQ,"PBQ,PBQ_05",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3668,yes many cigarettes mother smoke first trimester,PBQ_05A,PBQ,"PBQ,PBQ_05A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3671,mother smoke breast feeding period,PBQ_06,PBQ,"PBQ,PBQ_06",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3672,yes many cigarettes mother smoke breast feeding period,PBQ_06A,PBQ,"PBQ,PBQ_06A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3673,father person living mother smoking pregnancy,PBQ_07,PBQ,"PBQ,PBQ_07",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3674,yes father person living mother smoking pregnancy presence mother,PBQ_07A,PBQ,"PBQ,PBQ_07A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3676,could please specify stage pregnancy smoked number cigarettes,PBQ_07C,PBQ,"PBQ,PBQ_07C",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3677,medical problem neurological disease requiring treatment e g diabetes hypertension cancer convulsions,PBQ_08,PBQ,"PBQ,PBQ_08",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3678,mother granted leave work pregnancy,PBQ_09,PBQ,"PBQ,PBQ_09",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3679,yes could please specify stage pregnancy mother granted leave,PBQ_09A,PBQ,"PBQ,PBQ_09A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3680,mother taken prescribed medication pregnancy,PBQ_10,PBQ,"PBQ,PBQ_10",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3681,yes stage pregnancy mother take prescribed medication,PBQ_10A,PBQ,"PBQ,PBQ_10A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3682,mother taken unprescribed medication pregnancy,PBQ_11,PBQ,"PBQ,PBQ_11",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3684,mother taken illicit drugs pregnancy,PBQ_12,PBQ,"PBQ,PBQ_12",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3685,yes stage pregnancy mother take illicit drugs,PBQ_12A,PBQ,"PBQ,PBQ_12A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3686,mother consumed alcohol pregnancy,PBQ_13,PBQ,"PBQ,PBQ_13",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3687,yes mother beer kind beer please write type,PBQ_13A,PBQ,"PBQ,PBQ_13A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3688,much beer mother per week,PBQ_13B,PBQ,"PBQ,PBQ_13B",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3689,yes mother wine kind wine please write type,PBQ_13D,PBQ,"PBQ,PBQ_13D",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3690,much wine mother per week,PBQ_13E,PBQ,"PBQ,PBQ_13E",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3691,yes mother spirits kind spirits please write type,PBQ_13F,PBQ,"PBQ,PBQ_13F",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3692,much spirits mother per week,PBQ_13G,PBQ,"PBQ,PBQ_13G",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3693,mother alcohol stage pregnancy mother amount alcohol,PBQ_13H,PBQ,"PBQ,PBQ_13H",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3694,please tell us exact number completed weeks pregnancy born,PBQ_14,PBQ,"PBQ,PBQ_14",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3695,significant complications labour delivery e pre eclampsia requiring medication,PBQ_14A,PBQ,"PBQ,PBQ_14A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3696,mother opt cesarian section,PBQ_15,PBQ,"PBQ,PBQ_15",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3697,mother require emergency cesarian section,PBQ_16,PBQ,"PBQ,PBQ_16",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3698,birth weight pounds,PBQ_17,PBQ,"PBQ,PBQ_17",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3699,birth weight ounces,PBQ_17A,PBQ,"PBQ,PBQ_17A",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3701,height birth cm,PBQ_18,PBQ,"PBQ,PBQ_18",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3703,long mother stay hospital birth,PBQ_19,PBQ,"PBQ,PBQ_19",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3705,spend time intensive care unit birth,PBQ_21,PBQ,"PBQ,PBQ_21",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3706,mother breast feed,PBQ_22,PBQ,"PBQ,PBQ_22",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3707,many weeks mother feed using breast milk e except vitamins medicine mother give water formula milk liquids solid food,PBQ_23,PBQ,"PBQ,PBQ_23",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3709,old mother stopped breast feeding,PBQ_24,PBQ,"PBQ,PBQ_24",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3711,old mother started feeding formula milk kind milk,PBQ_25,PBQ,"PBQ,PBQ_25",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3713,old mother started feeding water juice without sugar liquids without sugar,PBQ_26,PBQ,"PBQ,PBQ_26",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3715,old mother started feeding cereals fruit vegetables meat solid food,PBQ_27,PBQ,"PBQ,PBQ_27",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Pregnancy and Birth Questionnaire
3718,warm loving,PBS_02,PBS,,,,
3719,curious exploring likes new experiences,PBS_03,PBS,,,,
3721,get upset quickly,PBS_05,PBS,,,,
3722,admired well liked kids,PBS_06,PBS,,,,
3723,shows concern people feelings,PBS_07,PBS,,,,
3724,easily calmed gets angry,PBS_08,PBS,,,,
3725,helpful cooperative,PBS_09,PBS,,,,
3726,considerate thoughtful kids,PBS_10,PBS,,,,
3727,tends give lend share,PBS_11,PBS,,,,
3728,things self self reliant,PBS_12,PBS,,,,
3729,easily find something,PBS_13,PBS,,,,
3730,shows pride something well learns something new,PBS_14,PBS,,,,
3731,sticks self self assertive,PBS_15,PBS,,,,
3732,independent things self,PBS_16,PBS,,,,
3733,waits turn actitivies,PBS_17,PBS,,,,
3734,thinks acts impulsive,PBS_18,PBS,,,,
3735,usually tell,PBS_19,PBS,,,,
3736,able concentrate focus activity,PBS_20,PBS,,,,
3737,obedient follows rules,PBS_21,PBS,,,,
3738,calm easy going,PBS_22,PBS,,,,
3739,sticks activity unitl finished,PBS_23,PBS,,,,
3740,eager please,PBS_24,PBS,,,,
3742,often disobey time limits set online use,PCIAT_01,PCIAT,"PCIAT,PCIAT_01",Parent Measures,Questionnaire_Measures_of_Family_structure_Stress_and_Trauma,Parent-Child Internet Addiction Test
3744,often prefer spend time online rather rest family,PCIAT_03,PCIAT,"PCIAT,PCIAT_03",Parent Measures,Questionnaire_Measures_of_Family_structure_Stress_and_Trauma,Parent-Child Internet Addiction Test
3745,often form new relationships fellow online users,PCIAT_04,PCIAT,"PCIAT,PCIAT_04",Parent Measures,Questionnaire_Measures_of_Family_structure_Stress_and_Trauma,Parent-Child Internet Addiction Test
3746,often complain amount time spends online,PCIAT_05,PCIAT,"PCIAT,PCIAT_05",Parent Measures,Questionnaire_Measures_of_Family_structure_Stress_and_Trauma,Parent-Child Internet Addiction Test
3747,often grades suffer amount time spends online,PCIAT_06,PCIAT,"PCIAT,PCIAT_06",Parent Measures,Questionnaire_Measures_of_Family_structure_Stress_and_Trauma,Parent-Child Internet Addiction Test
3749,often seem withdrawn others since discovering internet,PCIAT_08,PCIAT,"PCIAT,PCIAT_08",Parent Measures,Questionnaire_Measures_of_Family_structure_Stress_and_Trauma,Parent-Child Internet Addiction Test
